Case,CommCase,Platform,Publisher,VidTitle,CommentText,Likes,CharacterNum,CommLength,Sentiment,Focus,Alignment,MediaType
72.0,1551,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,this is precisely why i want to do ocular oncology 😭🥹,599.0,55.0,3,4.0,1.0,4.0,Legacy
72.0,1552,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,"Thank you CNN for sharing this story! You will save lives by bringing awareness to the glow. Kinsley beat this same cancer! Even with a single eye, it hasn’t slowed her down. She just made the basketball team today. Prayers for this sweet, perfect baby. 🎗️🎗️",1352.0,260.0,1,5.0,0.0,,Legacy
72.0,1553,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,I thought the shiny eye was the problem. My nephew had this.... retinoblastoma... and had his eye removed.,59.0,106.0,3,3.0,1.0,3.0,Legacy
72.0,1554,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,😭😭😭 So glad he’s ok.,981.0,23.0,2,3.0,0.0,,Legacy
73.0,1555,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,Serious question here as a journalist. How do they warn the civilians without the intended Hamas targets finding out? I’ve not heard a single reporter ask this very basic question.,140.0,180.0,1,3.0,0.0,,Legacy
73.0,1556,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,Shame on our governments who are supporting ethnic cleansing. I feel ashamed. Where is humanity? We have to stand together in this.,2645.0,131.0,1,1.0,0.0,,Legacy
73.0,1557,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,Why do you keep giving war criminals a platform? Imagine inviting Russian advisors coming on to explain their brutal war in Ukraine? It wouldn't happen! So what's changed? Why the double standards?,539.0,197.0,1,2.0,1.0,2.0,Legacy
73.0,1558,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,"“If we got them that’s good” this is depraved logic, taking a shot in the dark and killing innocent people.
“We don’t target civilians” is a blatant lie.",1456.0,153.0,1,1.0,1.0,1.0,Legacy
73.0,1559,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,"So, you warn folks and tell them to evacuate, but magically the Hamas bad guys stay there after you warn them to evacuate? Got it. The world is watching. Religious fanaticism and colonization is on its way out. There’s no explaining away facts and history and the world is watching.",1036.0,282.0,1,2.0,1.0,2.0,Legacy
73.0,1560,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,"I just wanna understand something, when you warn people you're gonna bomb these areas because you believe Hamas leaders are there, so the ""civillains"" need to evacuate..dont hamas know this too, and probably flee the area as well? Or is this all one hell of a lie to completely wipe out palestnians, their homes, their buildings and everything in between? What a clown! 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",451.0,390.0,1,1.0,0.0,,Legacy
73.0,1561,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,We can see straight through your lies m8,1051.0,40.0,2,2.0,1.0,2.0,Legacy
73.0,1562,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,"Lies lies and more lies, all you do is murder and then lie about it #freepalestine #freepalestine🇵🇸",273.0,101.0,3,1.0,1.0,1.0,Legacy
73.0,1563,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,"🇮🇱playing victim again and again, never seen a victim who can cut off water, electricity,food, and oil from their oppresor",964.0,124.0,3,2.0,0.0,,Legacy
73.0,1564,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,How can he keep a straight face when talking about innocent children being violently killed by his government?,177.0,110.0,3,2.0,1.0,2.0,Legacy
74.0,1565,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,Please show us the hammas commanders that you said you killed. Because all I see here are helpless people. At this point the IDF and hammas are no different. This is truly sickening to watch!,5293.0,191.0,1,1.0,1.0,2.0,Legacy
74.0,1566,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,Can you ALSO report on what in UNDER the camp and why it was targeted? How it's a Hamas stronghold and the strategic center of attacks?,159.0,135.0,1,2.0,0.0,,Legacy
74.0,1567,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,CNN has chosen the terrorist side,1095.0,33.0,2,2.0,0.0,,Legacy
74.0,1568,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,How they sleep with their conscience intact after ordering something like this is mind blowing 😢😢,334.0,,3,1.0,0.0,,Legacy
74.0,1569,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,"Why are they not leaving if they were told to leave? Why do they let Hamas use them as human shield??!!
You’re such an anti-semi net work! 🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱💙🇮🇱🇮🇱🇮🇱🇮🇱",237.0,281.0,1,1.0,0.0,,Legacy
74.0,1570,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,CNN call it by its name! What kind of propaganda are y’all portraying?? Jesus!! People are dying and y’all are still being shady? Call it by its name!! Genocide!!!!😢😢😢,1764.0,170.0,1,1.0,0.0,,Legacy
74.0,1571,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,"What do you think will happen to Father lost all his children or the boy who lost his parents and siblings???
They have two choices: Do suicide or most likely turn themselves into Hamas to get a revenge. This is how Hamas was created by Israel for decades of killing innocent civilians!
Who is Terrorist now?",992.0,308.0,1,2.0,1.0,2.0,Legacy
74.0,1572,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,"Two strikes on refugees. On an already displaced ppl. Ppl who are poor. Ppl who are being starved. A camp mostly filled with children!!!!! WHAT JUSTIFIES THIS???? let’s also not forget to report on the West Bank. Where IDF is arming occupiers with weapons and they are on a binge killing spree not to mention the videos going around of innocent Palestinians, being abducted & stripped naked and tortured. WE SEE EVERYTHING!!!",1112.0,425.0,1,1.0,1.0,1.0,Legacy
74.0,1573,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,I can’t bare this. It’s a war crime. 💔💔💔💔 for one commander? Did they even get the commander?!,307.0,98.0,3,2.0,1.0,2.0,Legacy
74.0,1574,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,"There is always a Hamas someone hiding in a hospital ,a school , a church or a refugees camp , but you don't see any of them among the victims. When will the world wake up and realize Hamas is just an excuse , it's a genocide, ethnic cleansing, they want to force 2 million Palestinians to leave their homes and go to Egypt, this is the true face of Israel",605.0,356.0,1,1.0,1.0,1.0,Legacy
75.0,1575,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,When you contemplate delaying 911 😂 to see the best fireworks show ever 😂,33.0,75.0,3,3.0,1.0,3.0,Legacy
75.0,1576,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,I just assumed it was a gender reveal gone bad,153.0,46.0,3,3.0,0.0,,Legacy
75.0,1577,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,"Meanwhile, BOBS ARE KILLING PALESTINIANS!! Stop the distractions and do real journalism! Free Palestine 🇵🇸",87.0,108.0,3,1.0,0.0,,Legacy
75.0,1578,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,I mean are the drivers okay??!,154.0,30.0,2,3.0,1.0,3.0,Legacy
75.0,1579,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,Katy Perry likes this.,3.0,22.0,2,3.0,0.0,,Legacy
75.0,1580,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,This is sum Looney tunes shit lmao,354.0,34.0,2,4.0,0.0,,Legacy
75.0,1581,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,What about pollution held in weather 😮😮,9.0,41.0,3,2.0,0.0,,Legacy
75.0,1582,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,Texas Rangers fans up there!!,3.0,29.0,2,3.0,0.0,,Legacy
75.0,1583,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,Wow amazing 👏😮,4.0,16.0,2,4.0,0.0,,Legacy
75.0,1584,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,When new year comes too early,1.0,29.0,2,3.0,1.0,3.0,Legacy
76.0,1585,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,"Please educate yourselves. Hamas and PLO have used the slogan "" From the river to the sea, Palestine will be free"" to mean they want to destroy Israel. So, when you are repeating the slogans of terrorist organizations, why are you surprised that people think you support Hamas? Words matter!",124.0,291.0,1,2.0,1.0,2.0,Legacy
76.0,1586,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,The fact that there are people like her that think “from the river to sea” is a call for genocide and ethnic cleansing when it is actually a call to stop the genocide and ethnic cleansing that’s already happening is exactly part of the problem,784.0,243.0,1,2.0,1.0,2.0,Legacy
76.0,1587,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,How the jewish students don't acknowledge the jewish voice for peace? Or all our jewish brothers and sisters in Israel who risk their lives protesting their government and the standing for palestine?,330.0,199.0,1,3.0,1.0,2.0,Legacy
76.0,1588,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,please let them live in peace and stop this massacre of innocents 🇵🇸 😢,390.0,73.0,3,3.0,1.0,3.0,Legacy
76.0,1589,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,The gentleman is incorrect saying that from the River to the sea isn’t calling for the extermination of Jews. That is a slogan directly from Hamas whose charter calls for the destruction of Israel and the extermination of the Jewish people. You can’t denounce Hamas and then in the same statement use and defend their slogan.,87.0,325.0,1,3.0,1.0,3.0,Legacy
76.0,1590,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,"The history taught us that holocaust is horrible. We all agree about that without witnessing it. Now what happen Gaza isnt war, its genocide, we all witnessing it everyday. Some of do nothing in fact ignoring it or worst even supporting it. Do we still deserve to call a human? Damn man.",790.0,287.0,1,2.0,0.0,,Legacy
76.0,1591,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,Sad we have sickos in the US supporting Hammas.,235.0,47.0,3,1.0,1.0,2.0,Legacy
76.0,1592,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,The images of dead children being pulled from the rubble Is more powerful than any words-it hits u in the stomach,43.0,113.0,3,1.0,0.0,,Legacy
76.0,1593,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,These college KIDS that are making threats towards other KIDS that are just trying to get an education need to be expelled. Wtf are they trying to accomplish here? They’re spoiled little rich kids whose parents probably don’t even know that they’re wasting time hating on others because they saw a couple social media posts about Gaza. What a bunch of clowns.,93.0,359.0,1,1.0,1.0,1.0,Legacy
76.0,1594,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,Stop genocide,84.0,13.0,2,2.0,0.0,,Legacy
77.0,1595,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,"Save the people in Gaza, before saving a grown ass man that can swim.",9.0,69.0,3,2.0,0.0,,Legacy
77.0,1596,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,Save Gaza children and innocent people 🇵🇸💪,34.0,45.0,3,2.0,0.0,,Legacy
77.0,1597,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,"hey, i’m all for ending conflict in palestine and ensuring safety for those people, but is cnn, an american news source, supposed to ONLY cover that foreign conflict instead of domestic news, when they have already consistently made posts documenting that situation? they have already, many times, posted about the struggling in palestine, the slaughter of children and families, and the development on that front.",11.0,414.0,1,3.0,0.0,,Legacy
77.0,1598,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,🙌 thank God for the rescuers🙌👏,11.0,33.0,2,4.0,1.0,4.0,Legacy
77.0,1599,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,He would've been a nice snack for that 20ft python! He's a lucky man!! Hats off to the fire & rescue team! 👏❤️,5.0,111.0,3,4.0,1.0,4.0,Legacy
77.0,1600,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,Israeli Zionists are affected by the death of their soldiers and are not affected by the death of children and women in Gaza,7.0,124.0,3,1.0,0.0,,Legacy
77.0,1601,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,God’s blessing,1.0,14.0,2,3.0,0.0,,Legacy
77.0,1602,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,"Awsome, now can we have a conversation about how Israel, turning off water to Gaza is now leading to children simply dying of dehydration? I just saw a video of this kid with a broken leg couldn’t even cry because he was so dehydrated that his body was only letting him breathe until he dies",31.0,291.0,1,1.0,0.0,,Legacy
77.0,1603,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,"Let's all agree that the one and only terr0rist and war crimin@l #ISISrael and whoever supports it.
#savegaza 🇵🇸",23.0,114.0,3,1.0,0.0,,Legacy
77.0,1604,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,Cost to save him: $5000,1.0,23.0,2,3.0,0.0,,Legacy
78.0,1605,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,The most beautiful princess in her generation.Happy Birthday princess Leonor.👏,255.0,79.0,3,5.0,1.0,5.0,Legacy
78.0,1606,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,Princess Leonor will be the most exclusive and mysterious Princess in Europe ♥️,2.0,79.0,3,5.0,1.0,5.0,Legacy
78.0,1607,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,The most beautiful language in the world is your smile.🥰🥰🥰,240.0,61.0,3,5.0,0.0,,Legacy
78.0,1608,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,long live the Princess,135.0,22.0,2,4.0,1.0,4.0,Legacy
78.0,1609,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,she's beautiful.🙏🌹,63.0,20.0,2,4.0,0.0,,Legacy
78.0,1610,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,Please be better than Queen Elizabeth,1.0,37.0,2,3.0,0.0,,Legacy
78.0,1611,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,Sweet lady,3.0,10.0,2,4.0,0.0,,Legacy
78.0,1612,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,Happy birthday my beautiful princess🥰😍,3.0,40.0,2,5.0,1.0,5.0,Legacy
78.0,1613,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,Royalty 👑 and beauty 😍... Charming and gorgeous,14.0,49.0,3,5.0,1.0,5.0,Legacy
78.0,1614,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,beautiful charming princess,2.0,27.0,2,4.0,0.0,,Legacy
79.0,1615,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",Ethical behavior would be to recuse yourself until your name is cleared — he’s demonstrating why he’s unethical and should be investigated.,177.0,139.0,1,2.0,1.0,4.0,Legacy
79.0,1616,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",Who is in charge of revoking security credentials?,65.0,50.0,3,3.0,1.0,3.0,Legacy
79.0,1617,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",that's a very good response actually,21.0,36.0,2,4.0,1.0,3.0,Legacy
79.0,1618,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",He should resign.,13.0,17.0,2,3.0,1.0,3.0,Legacy
79.0,1619,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",Unbelievable he has security clearance. Way to go Manu keep up the good work.,12.0,77.0,3,3.0,1.0,3.0,Legacy
79.0,1620,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",An accusation doesn’t mean anything,1.0,35.0,2,4.0,1.0,4.0,Legacy
79.0,1621,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",There is no reason he should still have security clearance.,85.0,59.0,3,2.0,1.0,4.0,Legacy
79.0,1622,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",him and santos need to be removed,9.0,33.0,2,2.0,1.0,3.0,Legacy
79.0,1623,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…","“You gotta make news.” He doesn’t have to make it, you’re doing it for him 😂",7.0,77.0,3,4.0,1.0,4.0,Legacy
79.0,1624,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",Didn’t hear him deny his support,5.0,32.0,2,3.0,1.0,4.0,Legacy
80.0,1625,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,Good catch mom! Well wishes Benny! Keep fighting the good fight love!,310.0,69.0,3,5.0,0.0,,Legacy
80.0,1626,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,"what an amazing mom moment! you felt something was wrong, and was able to get help for you baby. and what a strong boy to get through that! prayers!",60.0,148.0,1,5.0,0.0,,Legacy
80.0,1627,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,that boy deserves the greatest Disney trip ever! Make it happen!,112.0,64.0,3,4.0,0.0,,Legacy
80.0,1628,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,What a beautiful outcome. Never ignore anything!,12.0,48.0,3,5.0,0.0,,Legacy
80.0,1629,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,miracle of being an observant mum,4.0,33.0,2,4.0,0.0,,Legacy
80.0,1630,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,That’s a crazy story!,41.0,21.0,2,3.0,0.0,,Legacy
80.0,1631,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,"My mom survived it at a year old, her eye didn't but she was a fighter from the start. Cheers to all the wee warriors. ❤️",4.0,121.0,3,4.0,0.0,,Legacy
80.0,1632,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,Go Benny!,2.0,9.0,2,4.0,0.0,,Legacy
80.0,1633,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,Thank the Lord!,3.0,15.0,2,4.0,0.0,,Legacy
80.0,1634,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,god bless you,3.0,13.0,2,4.0,0.0,,Legacy
81.0,1635,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,wow,41.0,3.0,2,3.0,0.0,,Legacy
81.0,1636,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,Why does cnn give these Israeli terrorists a voice?,314.0,51.0,3,1.0,1.0,1.0,Legacy
81.0,1637,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,you will know when an idiot open his mouth,21.0,42.0,3,2.0,1.0,2.0,Legacy
81.0,1638,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,No words,62.0,8.0,2,2.0,0.0,,Legacy
81.0,1639,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,💔😞,26.0,4.0,2,2.0,0.0,,Legacy
81.0,1640,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,😔😔😔😔😔,12.0,10.0,2,2.0,0.0,,Legacy
81.0,1641,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,💔💔💔💔🙏🙏🙏🙏🙏,2.0,18.0,2,2.0,0.0,,Legacy
81.0,1642,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,Wow…😳,1.0,6.0,2,3.0,0.0,,Legacy
81.0,1643,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,🙏🙏,1.0,4.0,2,3.0,0.0,,Legacy
81.0,1644,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,😢😢😢😢😢😢😢😢,1.0,16.0,2,2.0,0.0,,Legacy
82.0,1645,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,"I am very upset, and don't know how I can help. I am sorry about your family.",169.0,77.0,3,2.0,0.0,,Legacy
82.0,1646,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,"there was no Hamas in that centre, STOP SPREADING LIES TO EXCUSE THE GEN0CIDE",1.0,77.0,3,1.0,0.0,,Legacy
82.0,1647,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,"It does not get any easier watching these videos even after a month, in fact, it’s getting harder. How do you expect these people to go on after this?",729.0,150.0,1,2.0,0.0,,Legacy
82.0,1648,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,the pople of gaza came in to our home's and murded our kids woman and man stolon and rape. why you dont show this pictures the video show the world!,6.0,148.0,1,2.0,0.0,,Legacy
82.0,1649,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,oh my God why please 😭😭😭😭😭God protect them put your arms around them 🙏🙏 I just can't this has to stop 😭😭😭,0.3,115.0,3,1.0,0.0,,Legacy
82.0,1650,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,❤🇮🇱🇮🇱,28.0,9.0,2,3.0,0.0,,Legacy
82.0,1651,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,🇮🇱🇮🇱🇮🇱❤️❤️❤️❤️,11.0,20.0,2,3.0,0.0,,Legacy
82.0,1652,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,👏👏👏,14.0,6.0,2,3.0,0.0,,Legacy
82.0,1653,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,🙏♥️🙏,7.0,6.0,2,,0.0,,Legacy
82.0,1654,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,2.0,24.0,2,3.0,0.0,,Legacy
83.0,1655,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",All the trump men puff their chests out to seem tough but end up walking like they fell off the evolutionary ladder 😅,48.0,118.0,3,4.0,0.0,,Legacy
83.0,1656,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",From coke to weed,100.0,17.0,2,3.0,0.0,,Legacy
83.0,1657,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",Not intimately involved my ass.,37.0,31.0,2,2.0,1.0,3.0,Legacy
83.0,1658,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",So the top people/owners have no clue financially…..utter bullshit.,4.0,67.0,3,2.0,0.0,,Legacy
83.0,1659,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …","Perspective: 100k seconds is a little over a day, 1M seconds is 11.5 days, but 1B seconds is 31 yrs. Imagine how much wealth, power, and influence.",2.0,147.0,1,3.0,0.0,,Legacy
83.0,1660,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",Is this net work only Democrat propaganda 24 seven?,1.0,51.0,3,2.0,0.0,,Legacy
83.0,1661,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …","If you signed a fraudulent paperwork, you are liable",57.0,52.0,3,3.0,0.0,,Legacy
83.0,1662,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",Is he on something? He doesn't look... normal.,39.0,46.0,3,2.0,0.0,,Legacy
83.0,1663,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",Why does he have to look so slippery slimy??!!,66.0,46.0,3,2.0,0.0,,Legacy
83.0,1664,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",Holy pupils ❄️⛷️,36.0,16.0,2,3.0,0.0,,Legacy
84.0,1665,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches","When Houston asked him who to take in '84 Draft after Olympics he said MJ. Houston replied they need a center. Knight said ""then play MJ at center""",74.0,147.0,1,4.0,0.0,,Legacy
84.0,1666,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches","Coach was genius, unbelievably generous and love by many….😢… My best to Nancy/Karen, Tim and Patrick….and their families-",54.0,122.0,3,5.0,1.0,5.0,Legacy
84.0,1667,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches","Rest, easy coach",24.0,16.0,2,4.0,1.0,4.0,Legacy
84.0,1668,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",Sit in Eternal Power Sir. 💖🙏🏾,4.0,32.0,2,4.0,1.0,5.0,Legacy
84.0,1669,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",Now that’s Basketball 🏀!!!,4.0,27.0,2,3.0,0.0,,Legacy
84.0,1670,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",I used to watch all the iu games and ask the Purdue games with my granny as a kid. Nothing better than the knight vs keady rivalry,8.0,130.0,1,4.0,0.0,,Legacy
84.0,1671,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",RIP General ❤️,2.0,14.0,2,4.0,1.0,4.0,Legacy
84.0,1672,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",This man had such a compassion for the game ….Rest easy Coach🙏🏼🙏🏼🙏🏼🙏🏼,4.0,77.0,3,4.0,1.0,5.0,Legacy
84.0,1673,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",Loved going to his games. Rip💜,2.0,31.0,2,4.0,0.0,,Legacy
84.0,1674,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",🥺🥺🥺 legend,2.0,13.0,2,3.0,0.0,,Legacy
86.0,1675,YouTube Shorts,UnderTheDeskNews,The Mary Magdalene of Politics?? #shorts #uspolitics #marymagdalene ,Soooooo....hmm. Is he saying his political course somehow spawned something mystical? Or is he implying he got screwed by an invisible overlord? I don't understand how Mary Magdalene fits in here.,3.0,196.0,1,3.0,1.0,4.0,SMonly
86.0,1676,YouTube Shorts,UnderTheDeskNews,The Mary Magdalene of Politics?? #shorts #uspolitics #marymagdalene ,Sweet hair dude!❤,1.0,17.0,2,4.0,0.0,,SMonly
86.0,1677,YouTube Shorts,UnderTheDeskNews,The Mary Magdalene of Politics?? #shorts #uspolitics #marymagdalene ,"The giggles & the soft repeat! Lmao! 🤣 Love the purple stripe too!
",0.0,68.0,3,5.0,1.0,4.0,SMonly
87.0,1678,YouTube Shorts,UnderTheDeskNews,Weight Watchers Buys Telehealth company for easy access to semiglutides #weightloss,They caved to pharmaceuticals. Sad.,3.0,35.0,2,2.0,1.0,4.0,SMonly
