Case,CommCase,Platform,Publisher,VidTitle,Comment,Likes/Hearts,CharacterNum,CommLength,Sentiment,Focus,Alignment
71,1539,Instagram Reels,CNN,"Injured Palestinians have begun arriving in Egypt, officials say…",I have never seen a more resilient people than the Palestinians! The whole world is witnessing the genocide committed by Israel. Free Palestine forever and always! 🇵🇸🇵🇸🇵🇸 Stop this bloody genocide!💔🇵🇸,77,209,1,3,0,
71,1540,Instagram Reels,CNN,"Injured Palestinians have begun arriving in Egypt, officials say…",500?! 1.1 million ppl in gaza. Their own homeland. 🇵🇸😭,123,57,3,2,0,
71,1541,Instagram Reels,CNN,"Injured Palestinians have begun arriving in Egypt, officials say…","Free the children of Gaza, give peace a chance",26,46,3,2,0,
71,1542,Instagram Reels,CNN,"Injured Palestinians have begun arriving in Egypt, officials say…",We will never forgive and forget what Palestinians are going through and kicking from their land indirectly.,290,108,3,2,0,
71,1543,Instagram Reels,CNN,"Injured Palestinians have begun arriving in Egypt, officials say…","Please you are supposed to be journalists. This is not a war, its a gen0cide. And this called forced displacement : According to UNESCO, forced displacement is ""the forced movement of people from their locality or environment and occupational activities,"" Once these people leave, because the occupier didn’t give them any other option than to do so, they will NEVER be able to come back to their homeland. This is heartbreaking.",192,429,1,1,1,1
71,1544,Instagram Reels,CNN,"Injured Palestinians have begun arriving in Egypt, officials say…",It’s only foreign nationals allowed to leave and a handful of critically ill! Literally a handful only ! Say the reality ! Just like they only let 20 trucks in of aid they are only letting out a small few of injured,66,215,1,2,1,2
72,1545,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,"I thought she was going to say her house is haunted, I need to stop watching A&E channel so much 😔",5200,99,3,3,0,
72,1546,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,"They had better add that baby monitor as that type of cancer detector cos it saved that baby’s life, without it she never would have known on time",2661,146,1,4,1,3
72,1547,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,This should have been picked up by the pediatrician!! We always check for this in children. Always. Thankful he is ok,1518,117,3,4,1,3
72,1548,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,My son had bilateral retinoblastoma,123,35,2,3,0,
72,1549,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,"I just can't believe anything anymore, this could be just another way to make money in the greedy world of medicine 🤷🏻‍♂️",11,123,3,1,1,2
72,1550,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,So glad this mother paid such close attention! She likely saved her baby’s life 🙏🏽💕,666,86,3,4,0,
72,1551,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,this is precisely why i want to do ocular oncology 😭🥹,599,55,3,4,1,4
72,1552,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,"Thank you CNN for sharing this story! You will save lives by bringing awareness to the glow. Kinsley beat this same cancer! Even with a single eye, it hasn’t slowed her down. She just made the basketball team today. Prayers for this sweet, perfect baby. 🎗️🎗️",1352,260,1,5,0,
72,1553,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,I thought the shiny eye was the problem. My nephew had this.... retinoblastoma... and had his eye removed.,59,106,3,3,1,3
72,1554,Instagram Reels,CNN,After a mother noticed one of her son’s eyes appeared to be black...,😭😭😭 So glad he’s ok.,981,23,2,3,0,
73,1555,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,Serious question here as a journalist. How do they warn the civilians without the intended Hamas targets finding out? I’ve not heard a single reporter ask this very basic question.,140,180,1,3,0,
73,1556,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,Shame on our governments who are supporting ethnic cleansing. I feel ashamed. Where is humanity? We have to stand together in this.,2645,131,1,1,0,
73,1557,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,Why do you keep giving war criminals a platform? Imagine inviting Russian advisors coming on to explain their brutal war in Ukraine? It wouldn't happen! So what's changed? Why the double standards?,539,197,1,2,1,2
73,1558,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,"“If we got them that’s good” this is depraved logic, taking a shot in the dark and killing innocent people.
“We don’t target civilians” is a blatant lie.",1456,153,1,1,1,1
73,1559,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,"So, you warn folks and tell them to evacuate, but magically the Hamas bad guys stay there after you warn them to evacuate? Got it. The world is watching. Religious fanaticism and colonization is on its way out. There’s no explaining away facts and history and the world is watching.",1036,282,1,2,1,2
73,1560,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,"I just wanna understand something, when you warn people you're gonna bomb these areas because you believe Hamas leaders are there, so the ""civillains"" need to evacuate..dont hamas know this too, and probably flee the area as well? Or is this all one hell of a lie to completely wipe out palestnians, their homes, their buildings and everything in between? What a clown! 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",451,390,1,1,0,
73,1561,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,We can see straight through your lies m8,1051,40,2,2,1,2
73,1562,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,"Lies lies and more lies, all you do is murder and then lie about it #freepalestine #freepalestine🇵🇸",273,101,3,1,1,1
73,1563,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,"🇮🇱playing victim again and again, never seen a victim who can cut off water, electricity,food, and oil from their oppresor",964,124,3,2,0,
73,1564,Instagram Reels,CNN,An Israeli strike on Gaza’s densely populated Jabalya…,How can he keep a straight face when talking about innocent children being violently killed by his government?,177,110,3,2,1,2
74,1565,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,Please show us the hammas commanders that you said you killed. Because all I see here are helpless people. At this point the IDF and hammas are no different. This is truly sickening to watch!,5293,191,1,1,1,2
74,1566,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,Can you ALSO report on what in UNDER the camp and why it was targeted? How it's a Hamas stronghold and the strategic center of attacks?,159,135,1,2,0,
74,1567,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,CNN has chosen the terrorist side,1095,33,2,2,0,
74,1568,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,How they sleep with their conscience intact after ordering something like this is mind blowing 😢😢,334,99,3,1,0,
74,1569,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,"Why are they not leaving if they were told to leave? Why do they let Hamas use them as human shield??!!
You’re such an anti-semi net work! 🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱💙🇮🇱🇮🇱🇮🇱🇮🇱",237,281,1,1,0,
74,1570,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,CNN call it by its name! What kind of propaganda are y’all portraying?? Jesus!! People are dying and y’all are still being shady? Call it by its name!! Genocide!!!!😢😢😢,1764,170,1,1,0,
74,1571,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,"What do you think will happen to Father lost all his children or the boy who lost his parents and siblings???
They have two choices: Do suicide or most likely turn themselves into Hamas to get a revenge. This is how Hamas was created by Israel for decades of killing innocent civilians!
Who is Terrorist now?",992,308,1,2,1,2
74,1572,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,"Two strikes on refugees. On an already displaced ppl. Ppl who are poor. Ppl who are being starved. A camp mostly filled with children!!!!! WHAT JUSTIFIES THIS???? let’s also not forget to report on the West Bank. Where IDF is arming occupiers with weapons and they are on a binge killing spree not to mention the videos going around of innocent Palestinians, being abducted & stripped naked and tortured. WE SEE EVERYTHING!!!",1112,425,1,1,1,1
74,1573,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,I can’t bare this. It’s a war crime. 💔💔💔💔 for one commander? Did they even get the commander?!,307,98,3,2,1,2
74,1574,Instagram Reels,CNN,CNN’s Salma Abdelaziz reports on Tuesday’s airstrike…,"There is always a Hamas someone hiding in a hospital ,a school , a church or a refugees camp , but you don't see any of them among the victims. When will the world wake up and realize Hamas is just an excuse , it's a genocide, ethnic cleansing, they want to force 2 million Palestinians to leave their homes and go to Egypt, this is the true face of Israel",605,356,1,1,1,1
75,1575,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,When you contemplate delaying 911 😂 to see the best fireworks show ever 😂,33,75,3,3,1,3
75,1576,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,I just assumed it was a gender reveal gone bad,153,46,3,3,0,
75,1577,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,"Meanwhile, BOBS ARE KILLING PALESTINIANS!! Stop the distractions and do real journalism! Free Palestine 🇵🇸",87,108,3,1,0,
75,1578,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,I mean are the drivers okay??!,154,30,2,3,1,3
75,1579,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,Katy Perry likes this.,3,22,2,3,0,
75,1580,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,This is sum Looney tunes shit lmao,354,34,2,4,0,
75,1581,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,What about pollution held in weather 😮😮,9,41,3,2,0,
75,1582,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,Texas Rangers fans up there!!,3,29,2,3,0,
75,1583,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,Wow amazing 👏😮,4,16,2,4,0,
75,1584,Instagram Reels,CNN,A collision involving a truck with a trailer full of fireworks gave…,When new year comes too early,1,29,2,3,1,3
76,1585,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,"Please educate yourselves. Hamas and PLO have used the slogan "" From the river to the sea, Palestine will be free"" to mean they want to destroy Israel. So, when you are repeating the slogans of terrorist organizations, why are you surprised that people think you support Hamas? Words matter!",124,291,1,2,1,2
76,1586,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,The fact that there are people like her that think “from the river to sea” is a call for genocide and ethnic cleansing when it is actually a call to stop the genocide and ethnic cleansing that’s already happening is exactly part of the problem,784,243,1,2,1,2
76,1587,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,How the jewish students don't acknowledge the jewish voice for peace? Or all our jewish brothers and sisters in Israel who risk their lives protesting their government and the standing for palestine?,330,199,1,3,1,2
76,1588,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,please let them live in peace and stop this massacre of innocents 🇵🇸 😢,390,73,3,3,1,3
76,1589,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,The gentleman is incorrect saying that from the River to the sea isn’t calling for the extermination of Jews. That is a slogan directly from Hamas whose charter calls for the destruction of Israel and the extermination of the Jewish people. You can’t denounce Hamas and then in the same statement use and defend their slogan.,87,325,1,3,1,3
76,1590,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,"The history taught us that holocaust is horrible. We all agree about that without witnessing it. Now what happen Gaza isnt war, its genocide, we all witnessing it everyday. Some of do nothing in fact ignoring it or worst even supporting it. Do we still deserve to call a human? Damn man.",790,287,1,2,0,
76,1591,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,Sad we have sickos in the US supporting Hammas.,235,47,3,1,1,2
76,1592,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,The images of dead children being pulled from the rubble Is more powerful than any words-it hits u in the stomach,43,113,3,1,0,
76,1593,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,These college KIDS that are making threats towards other KIDS that are just trying to get an education need to be expelled. Wtf are they trying to accomplish here? They’re spoiled little rich kids whose parents probably don’t even know that they’re wasting time hating on others because they saw a couple social media posts about Gaza. What a bunch of clowns.,93,359,1,1,1,1
76,1594,Instagram Reels,CNN,CNN’s Elle Reeve visits US college campuses and speaks…,Stop genocide,84,13,2,2,0,
77,1595,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,"Save the people in Gaza, before saving a grown ass man that can swim.",9,69,3,2,0,
77,1596,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,Save Gaza children and innocent people 🇵🇸💪,34,45,3,2,0,
77,1597,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,"hey, i’m all for ending conflict in palestine and ensuring safety for those people, but is cnn, an american news source, supposed to ONLY cover that foreign conflict instead of domestic news, when they have already consistently made posts documenting that situation? they have already, many times, posted about the struggling in palestine, the slaughter of children and families, and the development on that front.",11,414,1,3,0,
77,1598,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,🙌 thank God for the rescuers🙌👏,11,33,2,4,1,4
77,1599,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,He would've been a nice snack for that 20ft python! He's a lucky man!! Hats off to the fire & rescue team! 👏❤️,5,111,3,4,1,4
77,1600,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,Israeli Zionists are affected by the death of their soldiers and are not affected by the death of children and women in Gaza,7,124,3,1,0,
77,1601,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,God’s blessing,1,14,2,3,0,
77,1602,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,"Awsome, now can we have a conversation about how Israel, turning off water to Gaza is now leading to children simply dying of dehydration? I just saw a video of this kid with a broken leg couldn’t even cry because he was so dehydrated that his body was only letting him breathe until he dies",31,291,1,1,0,
77,1603,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,"Let's all agree that the one and only terr0rist and war crimin@l #ISISrael and whoever supports it.
#savegaza 🇵🇸",23,114,3,1,0,
77,1604,Instagram Reels,CNN,Miami-Dade Fire Rescue assisted the Broward County Sheriff’s office with report of a downed,Cost to save him: $5000,1,23,2,3,0,
78,1605,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,The most beautiful princess in her generation.Happy Birthday princess Leonor.👏,255,79,3,5,1,5
78,1606,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,Princess Leonor will be the most exclusive and mysterious Princess in Europe ♥️,2,79,3,5,1,5
78,1607,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,The most beautiful language in the world is your smile.🥰🥰🥰,240,61,3,5,0,
78,1608,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,long live the Princess,135,22,2,4,1,4
78,1609,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,she's beautiful.🙏🌹,63,20,2,4,0,
78,1610,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,Please be better than Queen Elizabeth,1,37,2,3,0,
78,1611,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,Sweet lady,3,10,2,4,0,
78,1612,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,Happy birthday my beautiful princess🥰😍,3,40,2,5,1,5
78,1613,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,Royalty 👑 and beauty 😍... Charming and gorgeous,14,49,3,5,1,5
78,1614,TikTok,CNN,Princess Leonor of Spain swore allegiance to the Spanish constitution…,beautiful charming princess,2,27,2,4,0,
79,1615,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",Ethical behavior would be to recuse yourself until your name is cleared — he’s demonstrating why he’s unethical and should be investigated.,177,139,1,2,1,4
79,1616,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",Who is in charge of revoking security credentials?,65,50,3,3,1,3
79,1617,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",that's a very good response actually,21,36,2,4,1,3
79,1618,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",He should resign.,13,17,2,3,1,3
79,1619,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",Unbelievable he has security clearance. Way to go Manu keep up the good work.,12,77,3,3,1,3
79,1620,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",An accusation doesn’t mean anything,1,35,2,4,1,4
79,1621,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",There is no reason he should still have security clearance.,85,59,3,2,1,4
79,1622,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",him and santos need to be removed,9,33,2,2,1,3
79,1623,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…","“You gotta make news.” He doesn’t have to make it, you’re doing it for him 😂",7,77,3,4,1,4
79,1624,TikTok,CNN,"CNN's Manu Raju asks Sen. Bob Menendez (D-NJ), who prosecutors…",Didn’t hear him deny his support,5,32,2,3,1,4
80,1625,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,Good catch mom! Well wishes Benny! Keep fighting the good fight love!,310,69,3,5,0,
80,1626,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,"what an amazing mom moment! you felt something was wrong, and was able to get help for you baby. and what a strong boy to get through that! prayers!",60,148,1,5,0,
80,1627,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,that boy deserves the greatest Disney trip ever! Make it happen!,112,64,3,4,0,
80,1628,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,What a beautiful outcome. Never ignore anything!,12,48,3,5,0,
80,1629,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,miracle of being an observant mum,4,33,2,4,0,
80,1630,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,That’s a crazy story!,41,21,2,3,0,
80,1631,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,"My mom survived it at a year old, her eye didn't but she was a fighter from the start. Cheers to all the wee warriors. ❤️",4,121,3,4,0,
80,1632,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,Go Benny!,2,9,2,4,0,
80,1633,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,Thank the Lord!,3,15,2,4,0,
80,1634,TikTok,CNN,After the mother of a 5-month-old noticed one of his eyes appeared to be black…,god bless you,3,13,2,4,0,
81,1635,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,wow,41,3,2,3,0,
81,1636,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,Why does cnn give these Israeli terrorists a voice?,314,51,3,1,1,1
81,1637,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,you will know when an idiot open his mouth,21,42,3,2,1,2
81,1638,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,No words,62,8,2,2,0,
81,1639,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,💔😞,26,4,2,2,0,
81,1640,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,😔😔😔😔😔,12,10,2,2,0,
81,1641,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,💔💔💔💔🙏🙏🙏🙏🙏,2,18,2,2,0,
81,1642,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,Wow…😳,1,6,2,3,0,
81,1643,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,🙏🙏,1,4,2,3,0,
81,1644,TikTok,CNN,An Israeli strike on Gaza's densely populated Jabalya refugee camp left…,😢😢😢😢😢😢😢😢,1,16,2,2,0,
82,1645,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,"I am very upset, and don't know how I can help. I am sorry about your family.",169,77,3,2,0,
82,1646,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,"there was no Hamas in that centre, STOP SPREADING LIES TO EXCUSE THE GEN0CIDE",1,77,3,1,0,
82,1647,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,"It does not get any easier watching these videos even after a month, in fact, it’s getting harder. How do you expect these people to go on after this?",729,150,1,2,0,
82,1648,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,the pople of gaza came in to our home's and murded our kids woman and man stolon and rape. why you dont show this pictures the video show the world!,6,148,1,2,0,
82,1649,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,oh my God why please 😭😭😭😭😭God protect them put your arms around them 🙏🙏 I just can't this has to stop 😭😭😭,0.3,115,3,1,0,
82,1650,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,❤🇮🇱🇮🇱,28,9,2,3,0,
82,1651,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,🇮🇱🇮🇱🇮🇱❤️❤️❤️❤️,11,20,2,3,0,
82,1652,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,👏👏👏,14,6,2,3,0,
82,1653,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,🙏♥️🙏,7,6,2,99,0,
82,1654,TikTok,CNN,CNN's Salma Abdelaziz reports on Tuesday's airstrike…,🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,2,24,2,3,0,
83,1655,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",All the trump men puff their chests out to seem tough but end up walking like they fell off the evolutionary ladder 😅,48,118,3,4,0,
83,1656,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",From coke to weed,100,17,2,3,0,
83,1657,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",Not intimately involved my ass.,37,31,2,2,1,3
83,1658,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",So the top people/owners have no clue financially…..utter bullshit.,4,67,3,2,0,
83,1659,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …","Perspective: 100k seconds is a little over a day, 1M seconds is 11.5 days, but 1B seconds is 31 yrs. Imagine how much wealth, power, and influence.",2,147,1,3,0,
83,1660,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",Is this net work only Democrat propaganda 24 seven?,1,51,3,2,0,
83,1661,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …","If you signed a fraudulent paperwork, you are liable",57,52,3,3,0,
83,1662,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",Is he on something? He doesn't look... normal.,39,46,3,2,0,
83,1663,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",Why does he have to look so slippery slimy??!!,66,46,3,2,0,
83,1664,TikTok,CNN,"Donald Trump’s eldest son, Donald Trump Jr., testified that he was not involved …",Holy pupils ❄️⛷️,36,16,2,3,0,
84,1665,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches","When Houston asked him who to take in '84 Draft after Olympics he said MJ. Houston replied they need a center. Knight said ""then play MJ at center""",74,147,1,4,0,
84,1666,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches","Coach was genius, unbelievably generous and love by many….😢… My best to Nancy/Karen, Tim and Patrick….and their families-",54,122,3,5,1,5
84,1667,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches","Rest, easy coach",24,16,2,4,1,4
84,1668,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",Sit in Eternal Power Sir. 💖🙏🏾,4,32,2,4,1,5
84,1669,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",Now that’s Basketball 🏀!!!,4,27,2,3,0,
84,1670,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",I used to watch all the iu games and ask the Purdue games with my granny as a kid. Nothing better than the knight vs keady rivalry,8,130,1,4,0,
84,1671,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",RIP General ❤️,2,14,2,4,1,4
84,1672,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",This man had such a compassion for the game ….Rest easy Coach🙏🏼🙏🏼🙏🏼🙏🏼,4,77,3,4,1,5
84,1673,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",Loved going to his games. Rip💜,2,31,2,4,0,
84,1674,TikTok,CNN,"Bobby Knight, who was one of college basketball’s winningest coaches",🥺🥺🥺 legend,2,13,2,3,0,
86,1675,YouTube Shorts,UnderTheDeskNews,The Mary Magdalene of Politics?? #shorts #uspolitics #marymagdalene ,Soooooo....hmm. Is he saying his political course somehow spawned something mystical? Or is he implying he got screwed by an invisible overlord? I don't understand how Mary Magdalene fits in here.,3,196,1,3,1,4
86,1676,YouTube Shorts,UnderTheDeskNews,The Mary Magdalene of Politics?? #shorts #uspolitics #marymagdalene ,Sweet hair dude!❤,1,17,2,4,0,
86,1677,YouTube Shorts,UnderTheDeskNews,The Mary Magdalene of Politics?? #shorts #uspolitics #marymagdalene ,"The giggles & the soft repeat! Lmao! 🤣 Love the purple stripe too!
",0,68,3,5,1,4
87,1678,YouTube Shorts,UnderTheDeskNews,Weight Watchers Buys Telehealth company for easy access to semiglutides #weightloss,They caved to pharmaceuticals. Sad.,3,35,2,2,1,4
87,1679,YouTube Shorts,UnderTheDeskNews,Weight Watchers Buys Telehealth company for easy access to semiglutides #weightloss,"Yeah, Im not so sure about perscribing ozempic. Its kinda dangerous.",3,68,3,1,1,3
87,1680,YouTube Shorts,UnderTheDeskNews,Weight Watchers Buys Telehealth company for easy access to semiglutides #weightloss,I’m not sure going the drug route is all that much better but then I see both modes of business as fatphobia but in a different jacket.,5,135,1,2,1,4
87,1681,YouTube Shorts,UnderTheDeskNews,Weight Watchers Buys Telehealth company for easy access to semiglutides #weightloss,Virtual prescriptions to osempec???,0,35,2,3,1,3
87,1682,YouTube Shorts,UnderTheDeskNews,Weight Watchers Buys Telehealth company for easy access to semiglutides #weightloss,I cannot focus on what your saying with that cut💀,1,50,3,3,0,
88,1683,YouTube Shorts,UnderTheDeskNews,"See ya in hell, Henry 👋🏻 ",No matter who died celebrating a death is just wrong in my opinion,44,66,3,2,1,1
88,1684,YouTube Shorts,UnderTheDeskNews,"See ya in hell, Henry 👋🏻 ",If you have nothing good to say….. Me: silence😑,6,48,3,3,1,4
88,1685,YouTube Shorts,UnderTheDeskNews,"See ya in hell, Henry 👋🏻 ",He was one of the most evil ppl on this mf...,7,45,3,3,1,4
88,1686,YouTube Shorts,UnderTheDeskNews,"See ya in hell, Henry 👋🏻 ",Let’s just say the higher powers will take care of him,2,54,3,3,1,3
88,1687,YouTube Shorts,UnderTheDeskNews,"See ya in hell, Henry 👋🏻 ","The guy reached a 100, this woman is lucky to pass 50.",6,54,3,3,1,2
88,1688,YouTube Shorts,UnderTheDeskNews,"See ya in hell, Henry 👋🏻 ",He lived too long,0,17,2,3,1,3
